filename,artist,source,title,url
commons_turner_e38fd0738e41.jpg,turner,commons.wikimedia.org,"Jmw turner, il palazzo di caligola e ponte, ante 1831, 01.jpg",https://upload.wikimedia.org/wikipedia/commons/thumb/a/a7/Jmw_turner%2C_il_palazzo_di_caligola_e_ponte%2C_ante_1831%2C_01.jpg/1280px-Jmw_turner%2C_il_palazzo_di_caligola_e_ponte%2C_ante_1831%2C_01.jpg
commons_turner_194d659ab71b.jpg,turner,commons.wikimedia.org,"Jmw turner, la caduta di una valanga nei grigioni, ante 1810.jpg",https://upload.wikimedia.org/wikipedia/commons/thumb/5/53/Jmw_turner%2C_la_caduta_di_una_valanga_nei_grigioni%2C_ante_1810.jpg/1280px-Jmw_turner%2C_la_caduta_di_una_valanga_nei_grigioni%2C_ante_1810.jpg
commons_turner_8be610ccd70d.jpg,turner,commons.wikimedia.org,"Jmw turner, san benedetto, guardano verso fusina, ante 1842, 03.jpg",https://upload.wikimedia.org/wikipedia/commons/thumb/3/3f/Jmw_turner%2C_san_benedetto%2C_guardano_verso_fusina%2C_ante_1842%2C_03.jpg/1280px-Jmw_turner%2C_san_benedetto%2C_guardano_verso_fusina%2C_ante_1842%2C_03.jpg
commons_turner_112a632f8729.jpg,turner,commons.wikimedia.org,"Jmw turner, scena fluviale con bestiame, 1808 ca. 02.jpg",https://upload.wikimedia.org/wikipedia/commons/thumb/8/88/Jmw_turner%2C_scena_fluviale_con_bestiame%2C_1808_ca._02.jpg/1280px-Jmw_turner%2C_scena_fluviale_con_bestiame%2C_1808_ca._02.jpg
commons_turner_1c4f2c669582.jpg,turner,commons.wikimedia.org,"Jmw turner, tempesta di neve, annibale e il suo esercito che attraversano le alpi, ante 1912.jpg",https://upload.wikimedia.org/wikipedia/commons/thumb/b/b0/Jmw_turner%2C_tempesta_di_neve%2C_annibale_e_il_suo_esercito_che_attraversano_le_alpi%2C_ante_1912.jpg/1280px-Jmw_turner%2C_tempesta_di_neve%2C_annibale_e_il_suo_esercito_che_attraversano_le_alpi%2C_ante_1912.jpg
commons_turner_be7c1d9d73a0.jpg,turner,commons.wikimedia.org,"Joseph Mallord William Turner, A Coast Scene with Fishermen Hauling a Boat Ashore ('The Iveagh Sea-Piece').jpg",https://upload.wikimedia.org/wikipedia/commons/0/0a/Joseph_Mallord_William_Turner%2C_A_Coast_Scene_with_Fishermen_Hauling_a_Boat_Ashore_%28%27The_Iveagh_Sea-Piece%27%29.jpg
commons_turner_8f952da894d2.jpg,turner,commons.wikimedia.org,Joseph Mallord William Turner (1775-1851) (after) - Seascape - PCF17 - Welshpool Town Hall.jpg,https://upload.wikimedia.org/wikipedia/commons/1/1b/Joseph_Mallord_William_Turner_%281775-1851%29_%28after%29_-_Seascape_-_PCF17_-_Welshpool_Town_Hall.jpg
commons_turner_ca81adafa816.jpg,turner,commons.wikimedia.org,"Joseph Mallord William Turner (1775-1851) - Barge on the River, Sunset - N02707 - National Gallery.jpg",https://upload.wikimedia.org/wikipedia/commons/4/46/Joseph_Mallord_William_Turner_%281775-1851%29_-_Barge_on_the_River%2C_Sunset_-_N02707_-_National_Gallery.jpg
commons_turner_9a50f795021b.jpg,turner,commons.wikimedia.org,"Joseph Mallord William Turner (1775-1851) - House beside the River, with Trees and Sheep - N02694 - National Gallery.jpg",https://upload.wikimedia.org/wikipedia/commons/1/1e/Joseph_Mallord_William_Turner_%281775-1851%29_-_House_beside_the_River%2C_with_Trees_and_Sheep_-_N02694_-_National_Gallery.jpg
commons_turner_b818b409720a.jpg,turner,commons.wikimedia.org,"Joseph Mallord William Turner (1775-1851) - Petworth, Sussex, the Seat of the Earl of Egremont, Dewy Morning - T03880 - ",https://upload.wikimedia.org/wikipedia/commons/a/a2/Joseph_Mallord_William_Turner_%281775-1851%29_-_Petworth%2C_Sussex%2C_the_Seat_of_the_Earl_of_Egremont%2C_Dewy_Morning_-_T03880_-_Tate.jpg
commons_turner_058806e08704.jpg,turner,commons.wikimedia.org,Joseph Mallord William Turner (1775-1851) - Shade and Darkness - the Evening of the Deluge - N00531 - National Gallery.j,https://upload.wikimedia.org/wikipedia/commons/7/74/Joseph_Mallord_William_Turner_%281775-1851%29_-_Shade_and_Darkness_-_the_Evening_of_the_Deluge_-_N00531_-_National_Gallery.jpg
commons_turner_3798e91ff64b.jpg,turner,commons.wikimedia.org,"Joseph Mallord William Turner (1775-1851) - Sketch for 'East Cowes Castle, the Regatta Starting for Their Moorings' No. ",https://upload.wikimedia.org/wikipedia/commons/f/f6/Joseph_Mallord_William_Turner_%281775-1851%29_-_Sketch_for_%27East_Cowes_Castle%2C_the_Regatta_Starting_for_Their_Moorings%27_No._1_-_N01998_-_National_Gallery.jpg
commons_turner_3dbeac60a6cd.jpg,turner,commons.wikimedia.org,Joseph Mallord William Turner (1775-1851) - The Thames near Windsor - N02305 - National Gallery.jpg,https://upload.wikimedia.org/wikipedia/commons/d/df/Joseph_Mallord_William_Turner_%281775-1851%29_-_The_Thames_near_Windsor_-_N02305_-_National_Gallery.jpg
commons_turner_c46699f33f41.jpg,turner,commons.wikimedia.org,Joseph Mallord William Turner (1775-1851) - Windsor Castle from Salt Hill - N02312 - National Gallery.jpg,https://upload.wikimedia.org/wikipedia/commons/0/05/Joseph_Mallord_William_Turner_%281775-1851%29_-_Windsor_Castle_from_Salt_Hill_-_N02312_-_National_Gallery.jpg
commons_turner_13ae0fa0bd22.jpg,turner,commons.wikimedia.org,Joseph Mallord William Turner - A Great Tree - Google Art Project.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/9/95/Joseph_Mallord_William_Turner_-_A_Great_Tree_-_Google_Art_Project.jpg/1280px-Joseph_Mallord_William_Turner_-_A_Great_Tree_-_Google_Art_Project.jpg
commons_turner_db0ff465498e.jpg,turner,commons.wikimedia.org,Joseph Mallord William Turner - Ancient Rome; Agrippina Landing with the Ashes of Germanicus.JPG,https://upload.wikimedia.org/wikipedia/commons/thumb/8/8c/Joseph_Mallord_William_Turner_-_Ancient_Rome%3B_Agrippina_Landing_with_the_Ashes_of_Germanicus.JPG/1280px-Joseph_Mallord_William_Turner_-_Ancient_Rome%3B_Agrippina_Landing_with_the_Ashes_of_Germanicus.JPG
commons_turner_62edfe0913d8.jpg,turner,commons.wikimedia.org,"Joseph Mallord William Turner - Forum Romanum, for Mr Soane's Museum - Google Art Project.jpg",https://upload.wikimedia.org/wikipedia/commons/thumb/4/4b/Joseph_Mallord_William_Turner_-_Forum_Romanum%2C_for_Mr_Soane%27s_Museum_-_Google_Art_Project.jpg/1280px-Joseph_Mallord_William_Turner_-_Forum_Romanum%2C_for_Mr_Soane%27s_Museum_-_Google_Art_Project.jpg
commons_turner_eee660af2952.jpg,turner,commons.wikimedia.org,"Joseph Mallord William Turner - High Street, Edinburgh - Google Art Project.jpg",https://upload.wikimedia.org/wikipedia/commons/thumb/8/81/Joseph_Mallord_William_Turner_-_High_Street%2C_Edinburgh_-_Google_Art_Project.jpg/1280px-Joseph_Mallord_William_Turner_-_High_Street%2C_Edinburgh_-_Google_Art_Project.jpg
commons_turner_e431270df587.jpg,turner,commons.wikimedia.org,Joseph Mallord William Turner - Italian Landscape with Bridge and Tower - Google Art Project.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/a/a9/Joseph_Mallord_William_Turner_-_Italian_Landscape_with_Bridge_and_Tower_-_Google_Art_Project.jpg/1280px-Joseph_Mallord_William_Turner_-_Italian_Landscape_with_Bridge_and_Tower_-_Google_Art_Project.jpg
commons_turner_6ed9356568e4.jpg,turner,commons.wikimedia.org,Joseph Mallord William Turner - Queen Mab's Cave - 1916.1036 - Cleveland Museum of Art.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/6/68/Joseph_Mallord_William_Turner_-_Queen_Mab%27s_Cave_-_1916.1036_-_Cleveland_Museum_of_Art.jpg/1280px-Joseph_Mallord_William_Turner_-_Queen_Mab%27s_Cave_-_1916.1036_-_Cleveland_Museum_of_Art.jpg
commons_turner_13aa023cc266.jpg,turner,commons.wikimedia.org,Joseph Mallord William Turner - Rheinfels Looking to Katz and Gourhausen - Google Art Project.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/9/92/Joseph_Mallord_William_Turner_-_Rheinfels_Looking_to_Katz_and_Gourhausen_-_Google_Art_Project.jpg/1280px-Joseph_Mallord_William_Turner_-_Rheinfels_Looking_to_Katz_and_Gourhausen_-_Google_Art_Project.jpg
commons_turner_2719e960fece.jpg,turner,commons.wikimedia.org,"Joseph Mallord William Turner - Shipping Scene, with Fishermen - Google Art Project.jpg",https://upload.wikimedia.org/wikipedia/commons/thumb/3/3f/Joseph_Mallord_William_Turner_-_Shipping_Scene%2C_with_Fishermen_-_Google_Art_Project.jpg/1280px-Joseph_Mallord_William_Turner_-_Shipping_Scene%2C_with_Fishermen_-_Google_Art_Project.jpg
commons_turner_444c892ec95a.jpg,turner,commons.wikimedia.org,Joseph Mallord William Turner - Yachting at Cowes - 1955-15 - Auckland Art Gallery.jpg,https://upload.wikimedia.org/wikipedia/commons/5/51/Joseph_Mallord_William_Turner_-_Yachting_at_Cowes_-_1955-15_-_Auckland_Art_Gallery.jpg
commons_turner_8db9a7391632.jpg,turner,commons.wikimedia.org,Joseph Mallord William Turner 023.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/8/88/Joseph_Mallord_William_Turner_023.jpg/1280px-Joseph_Mallord_William_Turner_023.jpg
commons_turner_6832eadfa127.jpg,turner,commons.wikimedia.org,Joseph Mallord William Turner 038.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/0/0e/Joseph_Mallord_William_Turner_038.jpg/1280px-Joseph_Mallord_William_Turner_038.jpg
commons_turner_a9e59bbab1f3.jpg,turner,commons.wikimedia.org,Joseph Mallord William Turner 045.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/c/c4/Joseph_Mallord_William_Turner_045.jpg/1280px-Joseph_Mallord_William_Turner_045.jpg
commons_turner_56c1d60aea10.jpg,turner,commons.wikimedia.org,Joseph Mallord William Turner 086.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/c/cf/Joseph_Mallord_William_Turner_086.jpg/1280px-Joseph_Mallord_William_Turner_086.jpg
commons_turner_f089ed98d071.jpg,turner,commons.wikimedia.org,Looming Storms over farmland.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/3/34/Looming_Storms_over_farmland.jpg/1280px-Looming_Storms_over_farmland.jpg
commons_turner_2819b6ae9025.jpg,turner,commons.wikimedia.org,Plompton Rocks by Turner.jpg,https://upload.wikimedia.org/wikipedia/commons/9/98/Plompton_Rocks_by_Turner.jpg
commons_turner_8dec6e4090b7.jpg,turner,commons.wikimedia.org,"Saltash with the Water Ferry, Cornwall MET DP169566.jpg",https://upload.wikimedia.org/wikipedia/commons/thumb/a/ab/Saltash_with_the_Water_Ferry%2C_Cornwall_MET_DP169566.jpg/1280px-Saltash_with_the_Water_Ferry%2C_Cornwall_MET_DP169566.jpg
commons_turner_a5e9cbd4904f.jpg,turner,commons.wikimedia.org,"Shields, on the River Tyne.jpg",https://upload.wikimedia.org/wikipedia/commons/thumb/8/8f/Shields%2C_on_the_River_Tyne.jpg/1280px-Shields%2C_on_the_River_Tyne.jpg
commons_turner_39cb396c34b6.jpg,turner,commons.wikimedia.org,"Turner, Neapolitan Fisher Girls Surprised Bathing by Moonlight (1840).jpg",https://upload.wikimedia.org/wikipedia/commons/5/58/Turner%2C_Neapolitan_Fisher_Girls_Surprised_Bathing_by_Moonlight_%281840%29.jpg
commons_turner_e0c81fde1689.jpg,turner,commons.wikimedia.org,"Turner - Devonshire Bridge with Cottage, 1813, D09217.jpg",https://upload.wikimedia.org/wikipedia/commons/thumb/d/dc/Turner_-_Devonshire_Bridge_with_Cottage%2C_1813%2C_D09217.jpg/1280px-Turner_-_Devonshire_Bridge_with_Cottage%2C_1813%2C_D09217.jpg
commons_turner_181ff0ec806f.jpg,turner,commons.wikimedia.org,"Turner - Harewood Castle from the North, 1798, 2001.2.13.jpg",https://upload.wikimedia.org/wikipedia/commons/thumb/a/af/Turner_-_Harewood_Castle_from_the_North%2C_1798%2C_2001.2.13.jpg/1280px-Turner_-_Harewood_Castle_from_the_North%2C_1798%2C_2001.2.13.jpg
commons_turner_6d08f92e7d8e.jpg,turner,commons.wikimedia.org,"Turner - The Wreck Buoy, c.1849, WAG 310.jpg",https://upload.wikimedia.org/wikipedia/commons/d/d2/Turner_-_The_Wreck_Buoy%2C_c.1849%2C_WAG_310.jpg
commons_turner_a39e4b0e413e.jpg,turner,commons.wikimedia.org,"Turner - View of Plompton Rocks, with figures in boats on the water, Circa 1798, 2001.1.68.jpg",https://upload.wikimedia.org/wikipedia/commons/thumb/b/b5/Turner_-_View_of_Plompton_Rocks%2C_with_figures_in_boats_on_the_water%2C_Circa_1798%2C_2001.1.68.jpg/1280px-Turner_-_View_of_Plompton_Rocks%2C_with_figures_in_boats_on_the_water%2C_Circa_1798%2C_2001.1.68.jpg
commons_turner_aab7f6a2df1b.jpg,turner,commons.wikimedia.org,Turner Tabley Windy Day.jpg,https://upload.wikimedia.org/wikipedia/commons/b/b0/Turner_Tabley_Windy_Day.jpg
commons_turner_41f31cf5e75b.jpg,turner,commons.wikimedia.org,"William Turner, Going to the Ball (San Martino).jpg",https://upload.wikimedia.org/wikipedia/commons/thumb/f/f8/William_Turner%2C_Going_to_the_Ball_%28San_Martino%29.jpg/1280px-William_Turner%2C_Going_to_the_Ball_%28San_Martino%29.jpg
commons_turner_bb3677257028.jpg,turner,commons.wikimedia.org,William Turner - Sunrise with Sea Monsters.JPG,https://upload.wikimedia.org/wikipedia/commons/4/4e/William_Turner_-_Sunrise_with_Sea_Monsters.JPG
commons_turner_30c3b0488edd.jpg,turner,commons.wikimedia.org,Ангел в солнечном свете.jpg,https://upload.wikimedia.org/wikipedia/commons/0/07/%D0%90%D0%BD%D0%B3%D0%B5%D0%BB_%D0%B2_%D1%81%D0%BE%D0%BB%D0%BD%D0%B5%D1%87%D0%BD%D0%BE%D0%BC_%D1%81%D0%B2%D0%B5%D1%82%D0%B5.jpg
commons_turner_17ac51778585.jpg,turner,commons.wikimedia.org,"(Barcelona) A Fête Day in Zurich, Early Morning, Sample Study - C.1845 - William Turner - Tate Britain.jpg",https://upload.wikimedia.org/wikipedia/commons/thumb/6/60/%28Barcelona%29_A_F%C3%AAte_Day_in_Zurich%2C_Early_Morning%2C_Sample_Study_-_C.1845_-_William_Turner_-_Tate_Britain.jpg/1280px-%28Barcelona%29_A_F%C3%AAte_Day_in_Zurich%2C_Early_Morning%2C_Sample_Study_-_C.1845_-_William_Turner_-_Tate_Britain.jpg
commons_turner_d7861b8a80cf.jpg,turner,commons.wikimedia.org,(Barcelona) A Sailing Boat or Boats at Sea with Blustery Clouds - William Turner - Tate Britain.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/8/8f/%28Barcelona%29_A_Sailing_Boat_or_Boats_at_Sea_with_Blustery_Clouds_-_William_Turner_-_Tate_Britain.jpg/1280px-%28Barcelona%29_A_Sailing_Boat_or_Boats_at_Sea_with_Blustery_Clouds_-_William_Turner_-_Tate_Britain.jpg
commons_turner_f058f9149ff7.jpg,turner,commons.wikimedia.org,(Barcelona) Jason - 1806-07 - William Turner - Tate Britain.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/2/26/%28Barcelona%29_Jason_-_1806-07_-_William_Turner_-_Tate_Britain.jpg/1280px-%28Barcelona%29_Jason_-_1806-07_-_William_Turner_-_Tate_Britain.jpg
commons_turner_c6e8ac2d0272.jpg,turner,commons.wikimedia.org,(Barcelona) Procris and Cephalus - c.1808 - William Turner - Tate Britain.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/4/4f/%28Barcelona%29_Procris_and_Cephalus_-_c.1808_-_William_Turner_-_Tate_Britain.jpg/1280px-%28Barcelona%29_Procris_and_Cephalus_-_c.1808_-_William_Turner_-_Tate_Britain.jpg
commons_turner_a3094ac179d5.jpg,turner,commons.wikimedia.org,"0Turner, Joseph Mallord William - East Cowes Castle.jpg",https://upload.wikimedia.org/wikipedia/commons/thumb/0/04/0Turner%2C_Joseph_Mallord_William_-_East_Cowes_Castle.jpg/1280px-0Turner%2C_Joseph_Mallord_William_-_East_Cowes_Castle.jpg
commons_turner_358af2383053.jpg,turner,commons.wikimedia.org,16. Huy from the South-East.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/0/0c/16._Huy_from_the_South-East.jpg/1280px-16._Huy_from_the_South-East.jpg
commons_turner_73b393e0fbfb.jpg,turner,commons.wikimedia.org,At the Victoria and Albert Museum 2025 043.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/8/8d/At_the_Victoria_and_Albert_Museum_2025_043.jpg/1280px-At_the_Victoria_and_Albert_Museum_2025_043.jpg
commons_turner_621a790ee5a9.jpg,turner,commons.wikimedia.org,BigReichenbach.JPG,https://upload.wikimedia.org/wikipedia/commons/c/ce/BigReichenbach.JPG
commons_turner_a5936992cefe.jpg,turner,commons.wikimedia.org,Blue Rigi painting.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/d/db/Blue_Rigi_painting.jpg/1280px-Blue_Rigi_painting.jpg
commons_turner_99379b32213a.jpg,turner,commons.wikimedia.org,"Fotoreproductie van een schilderij, voorstellende Odysseus bespot Polyphemos Ulysses deriding Polyphemus (titel op objec",https://upload.wikimedia.org/wikipedia/commons/thumb/5/58/Fotoreproductie_van_een_schilderij%2C_voorstellende_Odysseus_bespot_Polyphemos_Ulysses_deriding_Polyphemus_%28titel_op_object%29%2C_RP-F-2001-7-443-13.jpg/1280px-Fotoreproductie_van_een_schilderij%2C_voorstellende_Odysseus_bespot_Polyphemos_Ulysses_deriding_Polyphemus_%28titel_op_object%29%2C_RP-F-2001-7-443-13.jpg
commons_turner_a696bfc6eacb.jpg,turner,commons.wikimedia.org,"Great pictures, as seen and described by famous writers (1899) (14598187428).jpg",https://upload.wikimedia.org/wikipedia/commons/thumb/b/b6/Great_pictures%2C_as_seen_and_described_by_famous_writers_%281899%29_%2814598187428%29.jpg/1280px-Great_pictures%2C_as_seen_and_described_by_famous_writers_%281899%29_%2814598187428%29.jpg
commons_turner_abb1b2c28d55.jpg,turner,commons.wikimedia.org,"Horror und Delight-Turner-Snow Storm - Steam-Boat off a Harbour's Mouth making Signals in Shallow Water, and going by th",https://upload.wikimedia.org/wikipedia/commons/thumb/b/b1/Horror_und_Delight-Turner-Snow_Storm_-_Steam-Boat_off_a_Harbour%27s_Mouth_making_Signals_in_Shallow_Water%2C_and_going_by_the_Lead_DSC2191.jpg/1280px-Horror_und_Delight-Turner-Snow_Storm_-_Steam-Boat_off_a_Harbour%27s_Mouth_making_Signals_in_Shallow_Water%2C_and_going_by_the_Lead_DSC2191.jpg
commons_turner_edb156bfd33f.jpg,turner,commons.wikimedia.org,"Horror und Delight-Turner-The Mer de Glace, Looking up to the Aiguille de Tacul DSC2115.jpg",https://upload.wikimedia.org/wikipedia/commons/thumb/9/9d/Horror_und_Delight-Turner-The_Mer_de_Glace%2C_Looking_up_to_the_Aiguille_de_Tacul_DSC2115.jpg/1280px-Horror_und_Delight-Turner-The_Mer_de_Glace%2C_Looking_up_to_the_Aiguille_de_Tacul_DSC2115.jpg
commons_turner_2a3ecfd4b828.jpg,turner,commons.wikimedia.org,J M W Turner - Juvenile Tricks - B1977.14.8126 - Yale Center for British Art.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/0/08/J_M_W_Turner_-_Juvenile_Tricks_-_B1977.14.8126_-_Yale_Center_for_British_Art.jpg/1280px-J_M_W_Turner_-_Juvenile_Tricks_-_B1977.14.8126_-_Yale_Center_for_British_Art.jpg
commons_turner_45e2467ff75b.jpg,turner,commons.wikimedia.org,J M W Turner - Lauffenbourgh on the Rhine - B1977.14.14008 - Yale Center for British Art.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/d/df/J_M_W_Turner_-_Lauffenbourgh_on_the_Rhine_-_B1977.14.14008_-_Yale_Center_for_British_Art.jpg/1280px-J_M_W_Turner_-_Lauffenbourgh_on_the_Rhine_-_B1977.14.14008_-_Yale_Center_for_British_Art.jpg
commons_turner_b54627ab631d.jpg,turner,commons.wikimedia.org,"J M W Turner - Near Blair Athol, Scotland - B1977.14.14009 - Yale Center for British Art.jpg",https://upload.wikimedia.org/wikipedia/commons/thumb/7/72/J_M_W_Turner_-_Near_Blair_Athol%2C_Scotland_-_B1977.14.14009_-_Yale_Center_for_British_Art.jpg/1280px-J_M_W_Turner_-_Near_Blair_Athol%2C_Scotland_-_B1977.14.14009_-_Yale_Center_for_British_Art.jpg
commons_turner_59ed5cc7ebe5.jpg,turner,commons.wikimedia.org,"J M W Turner - Original Sketch of a Picture for W Leader, Esq - B1977.14.8124 - Yale Center for British Art.jpg",https://upload.wikimedia.org/wikipedia/commons/thumb/7/71/J_M_W_Turner_-_Original_Sketch_of_a_Picture_for_W_Leader%2C_Esq_-_B1977.14.8124_-_Yale_Center_for_British_Art.jpg/1280px-J_M_W_Turner_-_Original_Sketch_of_a_Picture_for_W_Leader%2C_Esq_-_B1977.14.8124_-_Yale_Center_for_British_Art.jpg
commons_turner_d8807f6355e8.jpg,turner,commons.wikimedia.org,"Jmw turner, il declino dell'impero cartaginese, ante 1817, 01.jpg",https://upload.wikimedia.org/wikipedia/commons/thumb/a/a1/Jmw_turner%2C_il_declino_dell%27impero_cartaginese%2C_ante_1817%2C_01.jpg/1280px-Jmw_turner%2C_il_declino_dell%27impero_cartaginese%2C_ante_1817%2C_01.jpg
commons_turner_8cf1b3ecc03e.jpg,turner,commons.wikimedia.org,"Jmw turner, il declino dell'impero cartaginese, ante 1817, 02.jpg",https://upload.wikimedia.org/wikipedia/commons/thumb/c/c4/Jmw_turner%2C_il_declino_dell%27impero_cartaginese%2C_ante_1817%2C_02.jpg/1280px-Jmw_turner%2C_il_declino_dell%27impero_cartaginese%2C_ante_1817%2C_02.jpg
commons_turner_0b12da65d7df.jpg,turner,commons.wikimedia.org,"Jmw turner, la grotta di queen mab, ante 1846, 01.jpg",https://upload.wikimedia.org/wikipedia/commons/thumb/e/e1/Jmw_turner%2C_la_grotta_di_queen_mab%2C_ante_1846%2C_01.jpg/1280px-Jmw_turner%2C_la_grotta_di_queen_mab%2C_ante_1846%2C_01.jpg
commons_turner_6b2bd618d98f.jpg,turner,commons.wikimedia.org,"Jmw turner, la partenza della flotta, ante 1850, 01.jpg",https://upload.wikimedia.org/wikipedia/commons/thumb/2/2a/Jmw_turner%2C_la_partenza_della_flotta%2C_ante_1850%2C_01.jpg/1280px-Jmw_turner%2C_la_partenza_della_flotta%2C_ante_1850%2C_01.jpg
commons_turner_897500a2a268.jpg,turner,commons.wikimedia.org,"Jmw turner, una nave in secca, yarmouth, bozzetto, 1827-28 ca. 02.jpg",https://upload.wikimedia.org/wikipedia/commons/thumb/d/da/Jmw_turner%2C_una_nave_in_secca%2C_yarmouth%2C_bozzetto%2C_1827-28_ca._02.jpg/1280px-Jmw_turner%2C_una_nave_in_secca%2C_yarmouth%2C_bozzetto%2C_1827-28_ca._02.jpg
commons_turner_2b2b1c39284a.jpg,turner,commons.wikimedia.org,Joseph Mallord William Turner (1775-1851) (after) - Seascape - PCF18 - Welshpool Town Hall.jpg,https://upload.wikimedia.org/wikipedia/commons/1/11/Joseph_Mallord_William_Turner_%281775-1851%29_%28after%29_-_Seascape_-_PCF18_-_Welshpool_Town_Hall.jpg
commons_turner_1f59657b8a72.jpg,turner,commons.wikimedia.org,Joseph Mallord William Turner (1775-1851) - Extensive Landscape with River or Estuary and a Distant Mountain - N05542 - ,https://upload.wikimedia.org/wikipedia/commons/b/b5/Joseph_Mallord_William_Turner_%281775-1851%29_-_Extensive_Landscape_with_River_or_Estuary_and_a_Distant_Mountain_-_N05542_-_National_Gallery.jpg
